baking a cake.csv.xml,workerId,lhs_script, rhs_script,lhs_item, result, goldenStandard,Outlier/stable
going grocery shopping.csv.xml,A243MVNC6OLKBF,97,1,9,15,,o
going grocery shopping.csv.xml,A2QD7QFGCUNF5N,97,1,9,after_15,,o
going grocery shopping.csv.xml,A5EU1AQJNC7F2,97,1,9,after_15,,o
going grocery shopping.csv.xml,A2QD7QFGCUNF5N,97,6,9,after_15,,o
going grocery shopping.csv.xml,A2RDNYV4SH5E89,97,6,9,between_14_15,,o
going grocery shopping.csv.xml,AG0X3PQK2FWQJ,97,6,9,after_15,,o
going grocery shopping.csv.xml,A142ZRU284W9O,97,68,9,2,,o
going grocery shopping.csv.xml,A2HHGI5CNSS5PD,97,68,9,14,,o
going grocery shopping.csv.xml,A2VE5IV9OD2SK1,97,68,9,14,,o
going grocery shopping.csv.xml,A1NM7ZPZ3NH412,98,1,4,5,,o
going grocery shopping.csv.xml,A27MJOV91GA8R3,98,1,4,6,,o
going grocery shopping.csv.xml,A2P065E9CYMYJL,98,1,4,4,,o
going grocery shopping.csv.xml,A25WNYPSSDNEVE,98,6,4,2,,o
going grocery shopping.csv.xml,A2QLSHXNCHBRN4,98,6,4,2,,o
going grocery shopping.csv.xml,A3DUYE6LAGDRNS,98,6,4,2,,o
going grocery shopping.csv.xml,A2P065E9CYMYJL,98,68,4,3,,o
going grocery shopping.csv.xml,A2QLSHXNCHBRN4,98,68,4,3,,o
going grocery shopping.csv.xml,A5EU1AQJNC7F2,98,68,4,between_3_4,,o
going grocery shopping.csv.xml,A1NM7ZPZ3NH412,98,1,8,8,12,
going grocery shopping.csv.xml,A27MJOV91GA8R3,98,1,8,8,12,
going grocery shopping.csv.xml,A2P065E9CYMYJL,98,1,8,12,12,
going grocery shopping.csv.xml,A25WNYPSSDNEVE,98,6,8,13,13,
going grocery shopping.csv.xml,A2QLSHXNCHBRN4,98,6,8,6,13,
going grocery shopping.csv.xml,A3DUYE6LAGDRNS,98,6,8,6,13,
going grocery shopping.csv.xml,A2P065E9CYMYJL,98,68,8,15,,
going grocery shopping.csv.xml,A2QLSHXNCHBRN4,98,68,8,between_11_12,,
going grocery shopping.csv.xml,A5EU1AQJNC7F2,98,68,8,between_6_7,,
going grocery shopping.csv.xml,A1NM7ZPZ3NH412,98,1,9,13,,o
going grocery shopping.csv.xml,A27MJOV91GA8R3,98,1,9,13,,o
going grocery shopping.csv.xml,A2P065E9CYMYJL,98,1,9,13,,o
going grocery shopping.csv.xml,A25WNYPSSDNEVE,98,6,9,14,,o
going grocery shopping.csv.xml,A2QLSHXNCHBRN4,98,6,9,between_14_15,,o
going grocery shopping.csv.xml,A3DUYE6LAGDRNS,98,6,9,14,,o
going grocery shopping.csv.xml,A2P065E9CYMYJL,98,68,9,13,,o
going grocery shopping.csv.xml,A2QLSHXNCHBRN4,98,68,9,12,,o
going grocery shopping.csv.xml,A5EU1AQJNC7F2,98,68,9,between_12_13,,o
going grocery shopping.csv.xml,A1NM7ZPZ3NH412,98,1,10,14,,o
going grocery shopping.csv.xml,A27MJOV91GA8R3,98,1,10,14,,o
going grocery shopping.csv.xml,A2P065E9CYMYJL,98,1,10,14,,o
going grocery shopping.csv.xml,A25WNYPSSDNEVE,98,6,10,15,,o
going grocery shopping.csv.xml,A2QLSHXNCHBRN4,98,6,10,15,,o
going grocery shopping.csv.xml,A3DUYE6LAGDRNS,98,6,10,15,,o
going grocery shopping.csv.xml,A2P065E9CYMYJL,98,68,10,12,,o
going grocery shopping.csv.xml,A2QLSHXNCHBRN4,98,68,10,between_12_13,,o
going grocery shopping.csv.xml,A5EU1AQJNC7F2,98,68,10,12,,o
going on a train.csv.xml,A1FKZ2HY4XKMG1,53,58,1,noLinkingPossible,1,
going on a train.csv.xml,A2F79GFUWU5O96,53,58,1,between_1_2,1,
going on a train.csv.xml,APXNY64HXO08K,53,58,1,1,1,
going on a train.csv.xml,A1RDQFNF6LD25Z,53,60,1,1,1,
going on a train.csv.xml,A2TJL8RPX552CB,53,60,1,1,1,
going on a train.csv.xml,AO0CQ0WT4FT7T,53,60,1,1,1,
going on a train.csv.xml,A1FKZ2HY4XKMG1,53,66,1,noLinkingPossible,2,
going on a train.csv.xml,AFDC9A6Z60W2Z,53,66,1,between_2_3,2,
going on a train.csv.xml,ARVXIBUCA8WDZ,53,66,1,2,2,
going on a train.csv.xml,A1FKZ2HY4XKMG1,53,58,3,4,,o
going on a train.csv.xml,A2F79GFUWU5O96,53,58,3,4,,o
going on a train.csv.xml,APXNY64HXO08K,53,58,3,4,,o
going on a train.csv.xml,A1RDQFNF6LD25Z,53,60,3,5,,o
going on a train.csv.xml,A2TJL8RPX552CB,53,60,3,5,,o
going on a train.csv.xml,AO0CQ0WT4FT7T,53,60,3,5,,o
going on a train.csv.xml,A1FKZ2HY4XKMG1,53,66,3,7,,o
going on a train.csv.xml,AFDC9A6Z60W2Z,53,66,3,7,,o
going on a train.csv.xml,ARVXIBUCA8WDZ,53,66,3,7,,o
going on a train.csv.xml,A110KENBXU7SUJ,54,58,1,before_1,,o
going on a train.csv.xml,A1R4KVYEV07CAJ,54,58,1,before_1,,o
going on a train.csv.xml,A2TJL8RPX552CB,54,58,1,before_1,,o
going on a train.csv.xml,A110KENBXU7SUJ,54,60,1,before_1,,o
going on a train.csv.xml,A2P065E9CYMYJL,54,60,1,1,,o
going on a train.csv.xml,APXNY64HXO08K,54,60,1,noLinkingPossible,,o
going on a train.csv.xml,A2P065E9CYMYJL,54,66,1,noLinkingPossible,,o
going on a train.csv.xml,A3MEXVF979S444,54,66,1,1,,o
going on a train.csv.xml,ARVXIBUCA8WDZ,54,66,1,noLinkingPossible,,o
going on a train.csv.xml,A110KENBXU7SUJ,54,58,4,3,,o
going on a train.csv.xml,A1R4KVYEV07CAJ,54,58,4,between_2_3,,o
going on a train.csv.xml,A2TJL8RPX552CB,54,58,4,between_2_3,,o
going on a train.csv.xml,A110KENBXU7SUJ,54,60,4,between_3_4,,o
going on a train.csv.xml,A2P065E9CYMYJL,54,60,4,4,,o
going on a train.csv.xml,APXNY64HXO08K,54,60,4,4,,o
going on a train.csv.xml,A2P065E9CYMYJL,54,66,4,5,,o
going on a train.csv.xml,A3MEXVF979S444,54,66,4,5,,o
going on a train.csv.xml,ARVXIBUCA8WDZ,54,66,4,6,,o
going on a train.csv.xml,A110KENBXU7SUJ,54,58,6,between_6_7,,o
going on a train.csv.xml,A1R4KVYEV07CAJ,54,58,6,6,,o
going on a train.csv.xml,A2TJL8RPX552CB,54,58,6,6,,o
going on a train.csv.xml,A110KENBXU7SUJ,54,60,6,between_6_7,,o
going on a train.csv.xml,A2P065E9CYMYJL,54,60,6,6,,o
going on a train.csv.xml,APXNY64HXO08K,54,60,6,6,,o
going on a train.csv.xml,A2P065E9CYMYJL,54,66,6,8,,o
going on a train.csv.xml,A3MEXVF979S444,54,66,6,9,,o
going on a train.csv.xml,ARVXIBUCA8WDZ,54,66,6,8,,o
going on a train.csv.xml,A110KENBXU7SUJ,55,58,1,before_1,,o
going on a train.csv.xml,A2F79GFUWU5O96,55,58,1,between_1_2,,o
going on a train.csv.xml,A37WXDYYT7RCZ0,55,58,1,before_1,,o
going on a train.csv.xml,A1MHGD46DB5Z7H,55,60,1,before_1,,o
going on a train.csv.xml,A2F79GFUWU5O96,55,60,1,between_2_3,,o
going on a train.csv.xml,A2SEAYIAJR2YD5,55,60,1,before_1,,o
going on a train.csv.xml,A1FKZ2HY4XKMG1,55,66,1,noLinkingPossible,,o
going on a train.csv.xml,A248G7WMC2OS7F,55,66,1,between_2_3,,o
going on a train.csv.xml,APXNY64HXO08K,55,66,1,5,,o
going on a train.csv.xml,A110KENBXU7SUJ,55,58,3,2,,o
going on a train.csv.xml,A2F79GFUWU5O96,55,58,3,2,,o
going on a train.csv.xml,A37WXDYYT7RCZ0,55,58,3,2,,o
going on a train.csv.xml,A1MHGD46DB5Z7H,55,60,3,3,,o
going on a train.csv.xml,A2F79GFUWU5O96,55,60,3,3,,o
going on a train.csv.xml,A2SEAYIAJR2YD5,55,60,3,3,,o
going on a train.csv.xml,A1FKZ2HY4XKMG1,55,66,3,3,,o
going on a train.csv.xml,A248G7WMC2OS7F,55,66,3,4,,o
going on a train.csv.xml,APXNY64HXO08K,55,66,3,3,,o
going on a train.csv.xml,A110KENBXU7SUJ,55,58,4,between_2_3,10,
going on a train.csv.xml,A2F79GFUWU5O96,55,58,4,10,10,
going on a train.csv.xml,A37WXDYYT7RCZ0,55,58,4,between_3_4,10,
going on a train.csv.xml,A1MHGD46DB5Z7H,55,60,4,between_5_6,,
going on a train.csv.xml,A2F79GFUWU5O96,55,60,4,between_5_6,,
going on a train.csv.xml,A2SEAYIAJR2YD5,55,60,4,between_4_5,,
going on a train.csv.xml,A1FKZ2HY4XKMG1,55,66,4,noLinkingPossible,,
going on a train.csv.xml,A248G7WMC2OS7F,55,66,4,between_7_8,,
going on a train.csv.xml,APXNY64HXO08K,55,66,4,noLinkingPossible,,
going on a train.csv.xml,A1RDQFNF6LD25Z,56,58,2,between_1_2,,o
going on a train.csv.xml,AFDC9A6Z60W2Z,56,58,2,between_1_2,,o
going on a train.csv.xml,AN2UF651CE0UR,56,58,2,noLinkingPossible,,o
going on a train.csv.xml,A1RDQFNF6LD25Z,56,60,2,between_1_2,,o
going on a train.csv.xml,A3MEXVF979S444,56,60,2,between_1_2,,o
going on a train.csv.xml,ARVXIBUCA8WDZ,56,60,2,between_1_2,,o
going on a train.csv.xml,AFDC9A6Z60W2Z,56,66,2,5,,o
going on a train.csv.xml,AO0CQ0WT4FT7T,56,66,2,between_2_3,,o
going on a train.csv.xml,ARVXIBUCA8WDZ,56,66,2,noLinkingPossible,,o
going on a train.csv.xml,A1RDQFNF6LD25Z,56,58,3,between_1_2,,o
going on a train.csv.xml,AFDC9A6Z60W2Z,56,58,3,before_1,,o
going on a train.csv.xml,AN2UF651CE0UR,56,58,3,noLinkingPossible,,o
going on a train.csv.xml,A1RDQFNF6LD25Z,56,60,3,between_1_2,,o
going on a train.csv.xml,A3MEXVF979S444,56,60,3,between_1_2,,o
going on a train.csv.xml,ARVXIBUCA8WDZ,56,60,3,before_1,,o
going on a train.csv.xml,AFDC9A6Z60W2Z,56,66,3,3,,o
going on a train.csv.xml,AO0CQ0WT4FT7T,56,66,3,between_2_3,,o
going on a train.csv.xml,ARVXIBUCA8WDZ,56,66,3,noLinkingPossible,,o
going on a train.csv.xml,A1RDQFNF6LD25Z,56,58,4,2,,o
going on a train.csv.xml,AFDC9A6Z60W2Z,56,58,4,2,,o
going on a train.csv.xml,AN2UF651CE0UR,56,58,4,2,,o
going on a train.csv.xml,A1RDQFNF6LD25Z,56,60,4,2,,o
going on a train.csv.xml,A3MEXVF979S444,56,60,4,3,,o
going on a train.csv.xml,ARVXIBUCA8WDZ,56,60,4,3,,o
going on a train.csv.xml,AFDC9A6Z60W2Z,56,66,4,3,,o
going on a train.csv.xml,AO0CQ0WT4FT7T,56,66,4,3,,o
going on a train.csv.xml,ARVXIBUCA8WDZ,56,66,4,3,,o
going on a train.csv.xml,A1RDQFNF6LD25Z,56,58,5,3,3,
going on a train.csv.xml,AFDC9A6Z60W2Z,56,58,5,3,3,
going on a train.csv.xml,AN2UF651CE0UR,56,58,5,3,3,
going on a train.csv.xml,A1RDQFNF6LD25Z,56,60,5,4,4,
going on a train.csv.xml,A3MEXVF979S444,56,60,5,4,4,
going on a train.csv.xml,ARVXIBUCA8WDZ,56,60,5,4,4,
going on a train.csv.xml,AFDC9A6Z60W2Z,56,66,5,6,6,
going on a train.csv.xml,AO0CQ0WT4FT7T,56,66,5,6,6,
going on a train.csv.xml,ARVXIBUCA8WDZ,56,66,5,6,6,
going on a train.csv.xml,A1RDQFNF6LD25Z,56,58,6,4,,o
going on a train.csv.xml,AFDC9A6Z60W2Z,56,58,6,4,,o
going on a train.csv.xml,AN2UF651CE0UR,56,58,6,4,,o
going on a train.csv.xml,A1RDQFNF6LD25Z,56,60,6,5,,o
going on a train.csv.xml,A3MEXVF979S444,56,60,6,5,,o
going on a train.csv.xml,ARVXIBUCA8WDZ,56,60,6,5,,o
going on a train.csv.xml,AFDC9A6Z60W2Z,56,66,6,7,,o
going on a train.csv.xml,AO0CQ0WT4FT7T,56,66,6,7,,o
going on a train.csv.xml,ARVXIBUCA8WDZ,56,66,6,7,,o
going on a train.csv.xml,A1RDQFNF6LD25Z,56,58,7,10,,o
going on a train.csv.xml,AFDC9A6Z60W2Z,56,58,7,10,,o
going on a train.csv.xml,AN2UF651CE0UR,56,58,7,10,,o
going on a train.csv.xml,A1RDQFNF6LD25Z,56,60,7,between_5_6,,o
going on a train.csv.xml,A3MEXVF979S444,56,60,7,between_5_6,,o
going on a train.csv.xml,ARVXIBUCA8WDZ,56,60,7,between_8_9,,o
going on a train.csv.xml,AFDC9A6Z60W2Z,56,66,7,8,,o
going on a train.csv.xml,AO0CQ0WT4FT7T,56,66,7,between_7_8,,o
going on a train.csv.xml,ARVXIBUCA8WDZ,56,66,7,noLinkingPossible,,o
going on a train.csv.xml,A248G7WMC2OS7F,57,58,3,4,4,
going on a train.csv.xml,A34DWBBWZRLO1X,57,58,3,4,4,
going on a train.csv.xml,AFDC9A6Z60W2Z,57,58,3,4,4,
going on a train.csv.xml,A1FKZ2HY4XKMG1,57,60,3,5,5,
going on a train.csv.xml,A248G7WMC2OS7F,57,60,3,5,5,
going on a train.csv.xml,A2TJL8RPX552CB,57,60,3,5,5,
going on a train.csv.xml,A1R4KVYEV07CAJ,57,66,3,7,7,
going on a train.csv.xml,A2F79GFUWU5O96,57,66,3,7,7,
going on a train.csv.xml,A37WDOIQH6JM6V,57,66,3,7,7,
going on a train.csv.xml,A248G7WMC2OS7F,57,58,6,10,,o
going on a train.csv.xml,A34DWBBWZRLO1X,57,58,6,between_9_10,,o
going on a train.csv.xml,AFDC9A6Z60W2Z,57,58,6,8,,o
going on a train.csv.xml,AFDC9A6Z60W2Z,57,58,6,10,,o
going on a train.csv.xml,A1FKZ2HY4XKMG1,57,60,6,noLinkingPossible,,o
going on a train.csv.xml,A248G7WMC2OS7F,57,60,6,between_8_9,,o
going on a train.csv.xml,A2TJL8RPX552CB,57,60,6,between_6_7,,o
going on a train.csv.xml,A1R4KVYEV07CAJ,57,66,6,between_11_12,,o
going on a train.csv.xml,A2F79GFUWU5O96,57,66,6,between_8_9,,o
going on a train.csv.xml,A37WDOIQH6JM6V,57,66,6,between_8_9,,o
going on a train.csv.xml,A248G7WMC2OS7F,57,58,7,11,,o
going on a train.csv.xml,A34DWBBWZRLO1X,57,58,7,11,,o
going on a train.csv.xml,AFDC9A6Z60W2Z,57,58,7,9,,o
going on a train.csv.xml,A1FKZ2HY4XKMG1,57,60,7,9,,o
going on a train.csv.xml,A248G7WMC2OS7F,57,60,7,9,,o
going on a train.csv.xml,A2TJL8RPX552CB,57,60,7,9,,o
going on a train.csv.xml,A1R4KVYEV07CAJ,57,66,7,12,,o
going on a train.csv.xml,A2F79GFUWU5O96,57,66,7,11,,o
going on a train.csv.xml,A37WDOIQH6JM6V,57,66,7,12,,o
going on a train.csv.xml,A110KENBXU7SUJ,59,58,1,before_1,,o
going on a train.csv.xml,A3MEXVF979S444,59,58,1,before_1,,o
going on a train.csv.xml,AFDC9A6Z60W2Z,59,58,1,2,,o
going on a train.csv.xml,A1NM7ZPZ3NH412,59,60,1,3,,o
going on a train.csv.xml,A2P065E9CYMYJL,59,60,1,noLinkingPossible,,o
going on a train.csv.xml,A37WDOIQH6JM6V,59,60,1,before_1,,o
going on a train.csv.xml,A142ZRU284W9O,59,66,1,3,,o
going on a train.csv.xml,A3MEXVF979S444,59,66,1,between_1_2,,o
going on a train.csv.xml,APXNY64HXO08K,59,66,1,noLinkingPossible,,o
going on a train.csv.xml,A110KENBXU7SUJ,59,58,3,before_1,,
going on a train.csv.xml,A3MEXVF979S444,59,58,3,before_1,,
going on a train.csv.xml,AFDC9A6Z60W2Z,59,58,3,noLinkingPossible,,
going on a train.csv.xml,A1NM7ZPZ3NH412,59,60,3,noLinkingPossible,,
going on a train.csv.xml,A2P065E9CYMYJL,59,60,3,noLinkingPossible,,
going on a train.csv.xml,A37WDOIQH6JM6V,59,60,3,before_1,,
going on a train.csv.xml,A142ZRU284W9O,59,66,3,before_1,,
going on a train.csv.xml,A3MEXVF979S444,59,66,3,between_1_2,,
going on a train.csv.xml,APXNY64HXO08K,59,66,3,noLinkingPossible,,
going on a train.csv.xml,A110KENBXU7SUJ,59,58,4,1,,o
going on a train.csv.xml,A3MEXVF979S444,59,58,4,1,,o
going on a train.csv.xml,AFDC9A6Z60W2Z,59,58,4,3,,o
going on a train.csv.xml,A1NM7ZPZ3NH412,59,60,4,1,,o
going on a train.csv.xml,A2P065E9CYMYJL,59,60,4,1,,o
going on a train.csv.xml,A37WDOIQH6JM6V,59,60,4,1,,o
going on a train.csv.xml,A142ZRU284W9O,59,66,4,2,,o
going on a train.csv.xml,A3MEXVF979S444,59,66,4,2,,o
going on a train.csv.xml,APXNY64HXO08K,59,66,4,2,,o
going on a train.csv.xml,A110KENBXU7SUJ,61,58,3,between_6_7,,o
going on a train.csv.xml,A1RDQFNF6LD25Z,61,58,3,between_2_3,,o
going on a train.csv.xml,A3FHFGC3V9B3OJ,61,58,3,noLinkingPossible,,o
going on a train.csv.xml,A1MHGD46DB5Z7H,61,60,3,between_4_5,,o
going on a train.csv.xml,A2SEAYIAJR2YD5,61,60,3,between_3_4,,o
going on a train.csv.xml,A3MEXVF979S444,61,60,3,between_3_4,,o
going on a train.csv.xml,A2TJL8RPX552CB,61,66,3,between_4_5,,o
going on a train.csv.xml,AFDC9A6Z60W2Z,61,66,3,between_7_8,,o
going on a train.csv.xml,APXNY64HXO08K,61,66,3,noLinkingPossible,,o
going on a train.csv.xml,A110KENBXU7SUJ,61,58,5,10,,o
going on a train.csv.xml,A1RDQFNF6LD25Z,61,58,5,10,,o
going on a train.csv.xml,A3FHFGC3V9B3OJ,61,58,5,10,,o
going on a train.csv.xml,A1MHGD46DB5Z7H,61,60,5,between_5_6,,o
going on a train.csv.xml,A2SEAYIAJR2YD5,61,60,5,between_6_7,,o
going on a train.csv.xml,A3MEXVF979S444,61,60,5,between_5_6,,o
going on a train.csv.xml,A2TJL8RPX552CB,61,66,5,between_7_8,,o
going on a train.csv.xml,AFDC9A6Z60W2Z,61,66,5,between_11_12,,o
going on a train.csv.xml,APXNY64HXO08K,61,66,5,noLinkingPossible,,o
going on a train.csv.xml,A110KENBXU7SUJ,61,58,8,8,8,
going on a train.csv.xml,A1RDQFNF6LD25Z,61,58,8,8,8,
going on a train.csv.xml,A3FHFGC3V9B3OJ,61,58,8,8,8,
going on a train.csv.xml,A1MHGD46DB5Z7H,61,60,8,8,8,
going on a train.csv.xml,A2SEAYIAJR2YD5,61,60,8,8,8,
going on a train.csv.xml,A3MEXVF979S444,61,60,8,8,8,
going on a train.csv.xml,A2TJL8RPX552CB,61,66,8,between_10_11,11,
going on a train.csv.xml,AFDC9A6Z60W2Z,61,66,8,11,11,
going on a train.csv.xml,APXNY64HXO08K,61,66,8,11,11,
going on a train.csv.xml,A1R4KVYEV07CAJ,62,58,1,before_1,,
going on a train.csv.xml,A3MEXVF979S444,62,58,1,before_1,,
going on a train.csv.xml,AO0CQ0WT4FT7T,62,58,1,before_1,,
going on a train.csv.xml,A37WDOIQH6JM6V,62,60,1,before_1,,
going on a train.csv.xml,A3MEXVF979S444,62,60,1,before_1,,
going on a train.csv.xml,ARVXIBUCA8WDZ,62,60,1,before_1,,
going on a train.csv.xml,A2TJL8RPX552CB,62,66,1,before_1,,
going on a train.csv.xml,AFDC9A6Z60W2Z,62,66,1,before_1,,
going on a train.csv.xml,AO0CQ0WT4FT7T,62,66,1,before_1,,
going on a train.csv.xml,A1R4KVYEV07CAJ,62,58,3,between_1_2,,o
going on a train.csv.xml,A3MEXVF979S444,62,58,3,between_2_3,,o
going on a train.csv.xml,AO0CQ0WT4FT7T,62,58,3,between_1_2,,o
going on a train.csv.xml,A37WDOIQH6JM6V,62,60,3,between_3_4,,o
going on a train.csv.xml,A3MEXVF979S444,62,60,3,between_3_4,,o
going on a train.csv.xml,ARVXIBUCA8WDZ,62,60,3,between_1_2,,o
going on a train.csv.xml,A2TJL8RPX552CB,62,66,3,5,,o
going on a train.csv.xml,AFDC9A6Z60W2Z,62,66,3,5,,o
going on a train.csv.xml,AO0CQ0WT4FT7T,62,66,3,between_2_3,,o
going on a train.csv.xml,A1R4KVYEV07CAJ,62,58,5,6,,o
going on a train.csv.xml,A3MEXVF979S444,62,58,5,6,,o
going on a train.csv.xml,AO0CQ0WT4FT7T,62,58,5,6,,o
going on a train.csv.xml,A37WDOIQH6JM6V,62,60,5,6,,o
going on a train.csv.xml,A3MEXVF979S444,62,60,5,6,,o
going on a train.csv.xml,ARVXIBUCA8WDZ,62,60,5,6,,o
going on a train.csv.xml,A2TJL8RPX552CB,62,66,5,8,,o
going on a train.csv.xml,AFDC9A6Z60W2Z,62,66,5,8,,o
going on a train.csv.xml,AO0CQ0WT4FT7T,62,66,5,8,,o
going on a train.csv.xml,A1R4KVYEV07CAJ,62,58,6,10,10,
going on a train.csv.xml,A3MEXVF979S444,62,58,6,between_8_9,10,
going on a train.csv.xml,AO0CQ0WT4FT7T,62,58,6,between_6_7,10,
going on a train.csv.xml,A37WDOIQH6JM6V,62,60,6,between_8_9,,
going on a train.csv.xml,A3MEXVF979S444,62,60,6,between_8_9,,
going on a train.csv.xml,ARVXIBUCA8WDZ,62,60,6,between_7_8,,
going on a train.csv.xml,A2TJL8RPX552CB,62,66,6,between_11_12,,
going on a train.csv.xml,AFDC9A6Z60W2Z,62,66,6,between_11_12,,
going on a train.csv.xml,AO0CQ0WT4FT7T,62,66,6,between_8_9,,
going on a train.csv.xml,A1R4KVYEV07CAJ,62,58,7,11,,o
going on a train.csv.xml,A3MEXVF979S444,62,58,7,11,,o
going on a train.csv.xml,AO0CQ0WT4FT7T,62,58,7,11,,o
going on a train.csv.xml,A37WDOIQH6JM6V,62,60,7,9,,o
going on a train.csv.xml,A3MEXVF979S444,62,60,7,9,,o
going on a train.csv.xml,ARVXIBUCA8WDZ,62,60,7,9,,o
going on a train.csv.xml,A2TJL8RPX552CB,62,66,7,12,,o
going on a train.csv.xml,AFDC9A6Z60W2Z,62,66,7,12,,o
going on a train.csv.xml,AO0CQ0WT4FT7T,62,66,7,12,,o
going on a train.csv.xml,A1RDQFNF6LD25Z,63,58,1,between_1_2,,o
going on a train.csv.xml,APXNY64HXO08K,63,58,1,noLinkingPossible,,o
going on a train.csv.xml,ARVXIBUCA8WDZ,63,58,1,noLinkingPossible,,o
going on a train.csv.xml,A1FKZ2HY4XKMG1,63,60,1,noLinkingPossible,,o
going on a train.csv.xml,A2SEAYIAJR2YD5,63,60,1,before_1,,o
going on a train.csv.xml,A3FHFGC3V9B3OJ,63,60,1,noLinkingPossible,,o
going on a train.csv.xml,A3FHFGC3V9B3OJ,63,66,1,noLinkingPossible,,o
going on a train.csv.xml,A3MEXVF979S444,63,66,1,before_1,,o
going on a train.csv.xml,AFDC9A6Z60W2Z,63,66,1,between_1_2,,o
going on a train.csv.xml,A1RDQFNF6LD25Z,63,58,4,between_2_3,,o
going on a train.csv.xml,APXNY64HXO08K,63,58,4,noLinkingPossible,,o
going on a train.csv.xml,ARVXIBUCA8WDZ,63,58,4,noLinkingPossible,,o
going on a train.csv.xml,A1FKZ2HY4XKMG1,63,60,4,noLinkingPossible,,o
going on a train.csv.xml,A2SEAYIAJR2YD5,63,60,4,between_3_4,,o
going on a train.csv.xml,A3FHFGC3V9B3OJ,63,60,4,noLinkingPossible,,o
going on a train.csv.xml,A3FHFGC3V9B3OJ,63,66,4,5,,o
going on a train.csv.xml,A3MEXVF979S444,63,66,4,5,,o
going on a train.csv.xml,AFDC9A6Z60W2Z,63,66,4,5,,o
going on a train.csv.xml,A1RDQFNF6LD25Z,63,58,8,13,13,
going on a train.csv.xml,APXNY64HXO08K,63,58,8,13,13,
going on a train.csv.xml,ARVXIBUCA8WDZ,63,58,8,13,13,
going on a train.csv.xml,A1FKZ2HY4XKMG1,63,60,8,11,11,
going on a train.csv.xml,A2SEAYIAJR2YD5,63,60,8,between_9_10,11,
going on a train.csv.xml,A3FHFGC3V9B3OJ,63,60,8,11,11,
going on a train.csv.xml,A3FHFGC3V9B3OJ,63,66,8,13,13,
going on a train.csv.xml,A3MEXVF979S444,63,66,8,13,13,
going on a train.csv.xml,AFDC9A6Z60W2Z,63,66,8,13,13,
going on a train.csv.xml,A2SEAYIAJR2YD5,64,58,3,between_2_3,,o
going on a train.csv.xml,AG0X3PQK2FWQJ,64,58,3,between_5_6,,o
going on a train.csv.xml,APXNY64HXO08K,64,58,3,noLinkingPossible,,o
going on a train.csv.xml,A1R4KVYEV07CAJ,64,60,3,between_4_5,,o
going on a train.csv.xml,A248G7WMC2OS7F,64,60,3,between_6_7,,o
going on a train.csv.xml,A2TJL8RPX552CB,64,60,3,between_6_7,,o
going on a train.csv.xml,A110KENBXU7SUJ,64,66,3,between_8_9,,o
going on a train.csv.xml,A3MEXVF979S444,64,66,3,between_7_8,,o
going on a train.csv.xml,AFDC9A6Z60W2Z,64,66,3,8,,o
going on a train.csv.xml,A2SEAYIAJR2YD5,64,58,4,between_6_7,10,
going on a train.csv.xml,AG0X3PQK2FWQJ,64,58,4,10,10,
going on a train.csv.xml,APXNY64HXO08K,64,58,4,10,10,
going on a train.csv.xml,A1R4KVYEV07CAJ,64,60,4,between_5_6,,
going on a train.csv.xml,A248G7WMC2OS7F,64,60,4,7,,
going on a train.csv.xml,A2TJL8RPX552CB,64,60,4,between_5_6,,
going on a train.csv.xml,A110KENBXU7SUJ,64,66,4,between_11_12,,
going on a train.csv.xml,A3MEXVF979S444,64,66,4,between_11_12,,
going on a train.csv.xml,AFDC9A6Z60W2Z,64,66,4,8,,
going on a train.csv.xml,A2SEAYIAJR2YD5,64,58,6,7,7,
going on a train.csv.xml,AG0X3PQK2FWQJ,64,58,6,7,7,
going on a train.csv.xml,APXNY64HXO08K,64,58,6,7,7,
going on a train.csv.xml,A1R4KVYEV07CAJ,64,60,6,7,7,
going on a train.csv.xml,A248G7WMC2OS7F,64,60,6,8,7,
going on a train.csv.xml,A2TJL8RPX552CB,64,60,6,7,7,
going on a train.csv.xml,A110KENBXU7SUJ,64,66,6,10,10,
going on a train.csv.xml,A3MEXVF979S444,64,66,6,10,10,
going on a train.csv.xml,AFDC9A6Z60W2Z,64,66,6,10,10,
going on a train.csv.xml,A248G7WMC2OS7F,67,58,2,1,1,
going on a train.csv.xml,A2TJL8RPX552CB,67,58,2,1,1,
going on a train.csv.xml,A3MEXVF979S444,67,58,2,1,1,
going on a train.csv.xml,A2TJL8RPX552CB,67,60,2,1,1,
going on a train.csv.xml,A37WDOIQH6JM6V,67,60,2,1,1,
going on a train.csv.xml,A3MEXVF979S444,67,60,2,1,1,
going on a train.csv.xml,A1FKZ2HY4XKMG1,67,66,2,2,2,
going on a train.csv.xml,A37WDOIQH6JM6V,67,66,2,2,2,
going on a train.csv.xml,A3FHFGC3V9B3OJ,67,66,2,2,2,
going on a train.csv.xml,A248G7WMC2OS7F,67,58,3,6,6,
going on a train.csv.xml,A2TJL8RPX552CB,67,58,3,6,6,
going on a train.csv.xml,A3MEXVF979S444,67,58,3,6,6,
going on a train.csv.xml,A2TJL8RPX552CB,67,60,3,6,6,
going on a train.csv.xml,A37WDOIQH6JM6V,67,60,3,6,6,
going on a train.csv.xml,A3MEXVF979S444,67,60,3,6,6,
going on a train.csv.xml,A1FKZ2HY4XKMG1,67,66,3,8,8,
