Scenario,WorkerId,lhs_script,rhs_script,lhs_item,rhs_item,before_item,after_item,noLinkingPossible,goldenStandard
flying in an airplane.csv.xml,A2CF2BD4Q0ZDJN,2,4,4,6,,,f,
flying in an airplane.csv.xml,A323O8GJP2B28X,2,4,4,6,,,f,
flying in an airplane.csv.xml,A1909MOQZUXZZ5,2,4,5,7,,,f,7
flying in an airplane.csv.xml,A2CF2BD4Q0ZDJN,2,4,5,7,,,f,7
flying in an airplane.csv.xml,A323O8GJP2B28X,2,4,5,7,,,f,7
flying in an airplane.csv.xml,A3NKM6RL2KVUB6,2,6,3,2,,,f,
flying in an airplane.csv.xml,ADLYO655RWJUI,2,6,3,2,,,f,
flying in an airplane.csv.xml,A13TJ0P4X8HJ6Q,2,6,3,,2,1,f,
flying in an airplane.csv.xml,A13TJ0P4X8HJ6Q,2,6,4,10,,,f,
flying in an airplane.csv.xml,A3NKM6RL2KVUB6,2,6,4,10,,,f,
flying in an airplane.csv.xml,ADLYO655RWJUI,2,6,4,10,,,f,
flying in an airplane.csv.xml,A3NKM6RL2KVUB6,2,6,5,,11,10,f,
flying in an airplane.csv.xml,ADLYO655RWJUI,2,6,5,,,,t,
flying in an airplane.csv.xml,A13TJ0P4X8HJ6Q,2,6,5,,11,10,f,
flying in an airplane.csv.xml,A34D413HR7ZIFM,2,7,3,4,,,f,
flying in an airplane.csv.xml,AWN1PEZWRQSQ9,2,7,3,4,,,f,
flying in an airplane.csv.xml,A323O8GJP2B28X,2,7,3,4,,,f,
flying in an airplane.csv.xml,A34D413HR7ZIFM,2,7,4,8,,,f,
flying in an airplane.csv.xml,AWN1PEZWRQSQ9,2,7,4,8,,,f,
flying in an airplane.csv.xml,A323O8GJP2B28X,2,7,4,12,,,f,
flying in an airplane.csv.xml,A34D413HR7ZIFM,2,7,5,10,,,f,
flying in an airplane.csv.xml,A323O8GJP2B28X,2,7,5,10,,,f,
flying in an airplane.csv.xml,AWN1PEZWRQSQ9,2,7,5,,9,8,f,
flying in an airplane.csv.xml,A3MXBLYX2CDGTP,5,4,1,,,,t,
flying in an airplane.csv.xml,A3MXBLYX2CDGTP,5,4,2,,,,t,
flying in an airplane.csv.xml,A3MXBLYX2CDGTP,5,4,3,2,,,f,
flying in an airplane.csv.xml,A3MXBLYX2CDGTP,5,4,4,,,,t,
flying in an airplane.csv.xml,A3F6SDO4GYBE4Y,5,4,4,,4,3,f,
flying in an airplane.csv.xml,A13TJ0P4X8HJ6Q,5,4,4,,3,2,f,
flying in an airplane.csv.xml,A3MXBLYX2CDGTP,5,4,5,,,,t,
flying in an airplane.csv.xml,A13TJ0P4X8HJ6Q,5,4,5,,3,2,f,
flying in an airplane.csv.xml,A3F6SDO4GYBE4Y,5,4,5,,4,3,f,
flying in an airplane.csv.xml,A3MXBLYX2CDGTP,5,4,6,,,,t,
flying in an airplane.csv.xml,A3F6SDO4GYBE4Y,5,4,7,,4,3,f,
flying in an airplane.csv.xml,A3MXBLYX2CDGTP,5,4,7,,,,t,
flying in an airplane.csv.xml,A13TJ0P4X8HJ6Q,5,4,7,,3,2,f,
flying in an airplane.csv.xml,A3MXBLYX2CDGTP,5,4,8,3,,,f,
flying in an airplane.csv.xml,A3MXBLYX2CDGTP,5,4,9,4,,,f,
flying in an airplane.csv.xml,A3MXBLYX2CDGTP,5,4,10,4,,,f,
flying in an airplane.csv.xml,A13TJ0P4X8HJ6Q,5,4,11,5,,,f,
flying in an airplane.csv.xml,A3F6SDO4GYBE4Y,5,4,11,5,,,f,
flying in an airplane.csv.xml,A3MXBLYX2CDGTP,5,4,11,5,,,f,
flying in an airplane.csv.xml,A3MXBLYX2CDGTP,5,4,12,,,,t,
flying in an airplane.csv.xml,A13TJ0P4X8HJ6Q,5,4,12,,6,5,f,
flying in an airplane.csv.xml,A3F6SDO4GYBE4Y,5,4,12,,,,t,
flying in an airplane.csv.xml,A3MXBLYX2CDGTP,5,4,13,,,,t,
flying in an airplane.csv.xml,A3MXBLYX2CDGTP,5,4,14,6,,,f,
flying in an airplane.csv.xml,A3MXBLYX2CDGTP,5,4,14,7,,,f,
flying in an airplane.csv.xml,A3MXBLYX2CDGTP,5,4,15,9,,,f,
flying in an airplane.csv.xml,A3MXBLYX2CDGTP,5,4,15,10,,,f,
flying in an airplane.csv.xml,A13TJ0P4X8HJ6Q,5,4,15,10,,,f,
flying in an airplane.csv.xml,A3F6SDO4GYBE4Y,5,4,15,10,,,f,
flying in an airplane.csv.xml,A3MXBLYX2CDGTP,5,4,16,10,,,f,
flying in an airplane.csv.xml,A13TJ0P4X8HJ6Q,5,4,16,,11,10,f,
flying in an airplane.csv.xml,A3F6SDO4GYBE4Y,5,4,16,,12,11,f,
flying in an airplane.csv.xml,A2SO6K35NMGBB7,5,6,4,,,,t,
flying in an airplane.csv.xml,ADQEDEGVPG7R,5,6,4,,,,t,
flying in an airplane.csv.xml,A13TJ0P4X8HJ6Q,5,6,4,,1,,f,
flying in an airplane.csv.xml,A2SO6K35NMGBB7,5,6,5,,,,t,
flying in an airplane.csv.xml,ADQEDEGVPG7R,5,6,5,,,,t,
flying in an airplane.csv.xml,A13TJ0P4X8HJ6Q,5,6,5,,1,,f,
flying in an airplane.csv.xml,ADQEDEGVPG7R,5,6,7,,,,t,
flying in an airplane.csv.xml,A13TJ0P4X8HJ6Q,5,6,7,,1,,f,
flying in an airplane.csv.xml,A2SO6K35NMGBB7,5,6,7,,,,t,
flying in an airplane.csv.xml,A13TJ0P4X8HJ6Q,5,6,11,6,,,f,
flying in an airplane.csv.xml,A2SO6K35NMGBB7,5,6,11,6,,,f,
flying in an airplane.csv.xml,ADQEDEGVPG7R,5,6,11,6,,,f,
flying in an airplane.csv.xml,A2SO6K35NMGBB7,5,6,12,,,,t,
flying in an airplane.csv.xml,A13TJ0P4X8HJ6Q,5,6,12,,9,8,f,
flying in an airplane.csv.xml,ADQEDEGVPG7R,5,6,12,,,,t,
flying in an airplane.csv.xml,A13TJ0P4X8HJ6Q,5,6,15,11,,,f,11
flying in an airplane.csv.xml,ADQEDEGVPG7R,5,6,15,11,,,f,11
flying in an airplane.csv.xml,A2SO6K35NMGBB7,5,6,15,11,,,f,11
flying in an airplane.csv.xml,A2SO6K35NMGBB7,5,6,16,12,,,f,
flying in an airplane.csv.xml,ADQEDEGVPG7R,5,6,16,,,,t,
flying in an airplane.csv.xml,A13TJ0P4X8HJ6Q,5,6,16,,13,12,f,
flying in an airplane.csv.xml,A1G94QON7A9K0N,5,7,4,,3,2,f,
flying in an airplane.csv.xml,A2SSC9PR4KPNPQ,5,7,4,,,,t,
flying in an airplane.csv.xml,A13TJ0P4X8HJ6Q,5,7,4,,1,,f,
flying in an airplane.csv.xml,A2SSC9PR4KPNPQ,5,7,5,,,,t,
flying in an airplane.csv.xml,A1G94QON7A9K0N,5,7,5,,3,2,f,
flying in an airplane.csv.xml,A13TJ0P4X8HJ6Q,5,7,5,,1,,f,
flying in an airplane.csv.xml,A13TJ0P4X8HJ6Q,5,7,7,,1,,f,
flying in an airplane.csv.xml,A2SSC9PR4KPNPQ,5,7,7,,,,t,
flying in an airplane.csv.xml,A1G94QON7A9K0N,5,7,7,,3,2,f,
flying in an airplane.csv.xml,A13TJ0P4X8HJ6Q,5,7,11,6,,,f,6
flying in an airplane.csv.xml,A2SSC9PR4KPNPQ,5,7,11,6,,,f,6
flying in an airplane.csv.xml,A1G94QON7A9K0N,5,7,11,6,,,f,6
flying in an airplane.csv.xml,A1G94QON7A9K0N,5,7,12,,7,6,f,
flying in an airplane.csv.xml,A13TJ0P4X8HJ6Q,5,7,12,,7,6,f,
flying in an airplane.csv.xml,A2SSC9PR4KPNPQ,5,7,12,,,,t,
flying in an airplane.csv.xml,A1G94QON7A9K0N,5,7,15,11,,,f,
flying in an airplane.csv.xml,A2SSC9PR4KPNPQ,5,7,15,11,,,f,
flying in an airplane.csv.xml,A13TJ0P4X8HJ6Q,5,7,15,11,,,f,
flying in an airplane.csv.xml,A2SSC9PR4KPNPQ,5,7,16,12,,,f,
flying in an airplane.csv.xml,A13TJ0P4X8HJ6Q,5,7,16,,12,11,f,
flying in an airplane.csv.xml,A1G94QON7A9K0N,5,7,16,,12,11,f,
flying in an airplane.csv.xml,A1DCGB72N1UIPT,9,4,1,2,,,f,
flying in an airplane.csv.xml,A1G94QON7A9K0N,9,4,1,2,,,f,
flying in an airplane.csv.xml,A13TJ0P4X8HJ6Q,9,4,1,2,,,f,
flying in an airplane.csv.xml,A1DCGB72N1UIPT,9,4,6,5,,,f,
flying in an airplane.csv.xml,A1G94QON7A9K0N,9,4,6,5,,,f,
flying in an airplane.csv.xml,A13TJ0P4X8HJ6Q,9,4,6,5,,,f,
flying in an airplane.csv.xml,A1DCGB72N1UIPT,9,4,7,,6,5,f,
flying in an airplane.csv.xml,A13TJ0P4X8HJ6Q,9,4,7,,6,5,f,
flying in an airplane.csv.xml,A1G94QON7A9K0N,9,4,7,,4,3,f,
flying in an airplane.csv.xml,A1G94QON7A9K0N,9,4,9,7,,,f,
flying in an airplane.csv.xml,A13TJ0P4X8HJ6Q,9,4,9,7,,,f,
flying in an airplane.csv.xml,A1G94QON7A9K0N,9,4,9,9,,,f,
flying in an airplane.csv.xml,A1DCGB72N1UIPT,9,4,9,9,,,f,
flying in an airplane.csv.xml,A2IU1B0EVVB3CF,9,6,1,1,,,f,1
flying in an airplane.csv.xml,A34D413HR7ZIFM,9,6,1,1,,,f,1
flying in an airplane.csv.xml,A27O2IILV3S5YS,9,6,1,1,,,f,1
flying in an airplane.csv.xml,A27O2IILV3S5YS,9,6,2,,1,,f,
flying in an airplane.csv.xml,A27O2IILV3S5YS,9,6,3,,1,,f,
flying in an airplane.csv.xml,A27O2IILV3S5YS,9,6,4,2,,,f,
flying in an airplane.csv.xml,A27O2IILV3S5YS,9,6,5,2,,,f,
flying in an airplane.csv.xml,A2IU1B0EVVB3CF,9,6,6,3,,,f,
flying in an airplane.csv.xml,A2IU1B0EVVB3CF,9,6,6,4,,,f,
flying in an airplane.csv.xml,A2IU1B0EVVB3CF,9,6,6,5,,,f,
flying in an airplane.csv.xml,A2IU1B0EVVB3CF,9,6,6,6,,,f,
flying in an airplane.csv.xml,A27O2IILV3S5YS,9,6,6,6,,,f,
flying in an airplane.csv.xml,A34D413HR7ZIFM,9,6,6,,3,2,f,
flying in an airplane.csv.xml,A27O2IILV3S5YS,9,6,7,8,,,f,
flying in an airplane.csv.xml,A2IU1B0EVVB3CF,9,6,7,8,,,f,
flying in an airplane.csv.xml,A34D413HR7ZIFM,9,6,7,,8,7,f,
flying in an airplane.csv.xml,A27O2IILV3S5YS,9,6,8,10,,,f,
flying in an airplane.csv.xml,A2IU1B0EVVB3CF,9,6,9,10,,,f,
flying in an airplane.csv.xml,A27O2IILV3S5YS,9,6,9,10,,,f,
flying in an airplane.csv.xml,A34D413HR7ZIFM,9,6,9,,11,10,f,
flying in an airplane.csv.xml,A27O2IILV3S5YS,9,6,10,11,,,f,
flying in an airplane.csv.xml,A3F6SDO4GYBE4Y,9,7,1,2,,,f,2
flying in an airplane.csv.xml,A35D31QHYQUF9V,9,7,1,2,,,f,2
flying in an airplane.csv.xml,A13TJ0P4X8HJ6Q,9,7,1,2,,,f,2
flying in an airplane.csv.xml,A13TJ0P4X8HJ6Q,9,7,6,6,,,f,6
flying in an airplane.csv.xml,A35D31QHYQUF9V,9,7,6,6,,,f,6
flying in an airplane.csv.xml,A3F6SDO4GYBE4Y,9,7,6,6,,,f,6
flying in an airplane.csv.xml,A35D31QHYQUF9V,9,7,7,7,,,f,
flying in an airplane.csv.xml,A13TJ0P4X8HJ6Q,9,7,7,,7,6,f,
flying in an airplane.csv.xml,A3F6SDO4GYBE4Y,9,7,7,,9,8,f,
flying in an airplane.csv.xml,A35D31QHYQUF9V,9,7,9,10,,,f,
flying in an airplane.csv.xml,A3F6SDO4GYBE4Y,9,7,9,10,,,f,
flying in an airplane.csv.xml,A13TJ0P4X8HJ6Q,9,7,9,10,,,f,
flying in an airplane.csv.xml,A2SSC9PR4KPNPQ,10,4,3,2,,,f,
flying in an airplane.csv.xml,A34D413HR7ZIFM,10,4,3,,4,3,f,
flying in an airplane.csv.xml,A13TJ0P4X8HJ6Q,10,4,3,,4,3,f,
flying in an airplane.csv.xml,A2SSC9PR4KPNPQ,10,4,4,2,,,f,
flying in an airplane.csv.xml,A34D413HR7ZIFM,10,4,4,11,,,f,
flying in an airplane.csv.xml,A13TJ0P4X8HJ6Q,10,4,4,,4,3,f,
flying in an airplane.csv.xml,ADLYO655RWJUI,10,6,3,2,,,f,
flying in an airplane.csv.xml,A27IABVBUZ9X8Z,10,6,3,,1,,f,
flying in an airplane.csv.xml,A2CF2BD4Q0ZDJN,10,6,3,,2,1,f,
flying in an airplane.csv.xml,A2CF2BD4Q0ZDJN,10,6,4,12,,,f,
flying in an airplane.csv.xml,ADLYO655RWJUI,10,6,4,12,,,f,
flying in an airplane.csv.xml,A27IABVBUZ9X8Z,10,6,4,,3,2,f,
flying in an airplane.csv.xml,A39RV5J8TUS5B6,10,7,3,4,,,f,
flying in an airplane.csv.xml,A3F6SDO4GYBE4Y,10,7,3,4,,,f,
flying in an airplane.csv.xml,A2IU1B0EVVB3CF,10,7,3,4,,,f,
flying in an airplane.csv.xml,A2IU1B0EVVB3CF,10,7,4,4,,,f,
flying in an airplane.csv.xml,A39RV5J8TUS5B6,10,7,4,,9,8,f,
flying in an airplane.csv.xml,A3F6SDO4GYBE4Y,10,7,4,,5,4,f,
flying in an airplane.csv.xml,A13TJ0P4X8HJ6Q,11,4,2,3,,,f,
flying in an airplane.csv.xml,A1WNG0ZB1DC7R0,11,4,2,,4,3,f,
flying in an airplane.csv.xml,A1909MOQZUXZZ5,11,4,2,,,,t,
flying in an airplane.csv.xml,A1909MOQZUXZZ5,11,4,5,,4,3,f,
flying in an airplane.csv.xml,A13TJ0P4X8HJ6Q,11,4,5,,4,3,f,
flying in an airplane.csv.xml,A1WNG0ZB1DC7R0,11,4,5,,5,4,f,
flying in an airplane.csv.xml,A1909MOQZUXZZ5,11,4,6,4,,,f,
flying in an airplane.csv.xml,A13TJ0P4X8HJ6Q,11,4,6,4,,,f,
flying in an airplane.csv.xml,A1WNG0ZB1DC7R0,11,4,6,,5,4,f,
flying in an airplane.csv.xml,A13TJ0P4X8HJ6Q,11,4,11,5,,,f,
flying in an airplane.csv.xml,A1909MOQZUXZZ5,11,4,11,5,,,f,
flying in an airplane.csv.xml,A1WNG0ZB1DC7R0,11,4,11,5,,,f,
flying in an airplane.csv.xml,A1WNG0ZB1DC7R0,11,4,12,5,,,f,
flying in an airplane.csv.xml,A13TJ0P4X8HJ6Q,11,4,12,5,,,f,
flying in an airplane.csv.xml,A1909MOQZUXZZ5,11,4,12,5,,,f,
flying in an airplane.csv.xml,A1909MOQZUXZZ5,11,4,14,,6,5,f,
flying in an airplane.csv.xml,A1WNG0ZB1DC7R0,11,4,14,,6,5,f,
flying in an airplane.csv.xml,A13TJ0P4X8HJ6Q,11,4,14,,6,5,f,
flying in an airplane.csv.xml,A1WNG0ZB1DC7R0,11,4,16,6,,,f,
flying in an airplane.csv.xml,A1909MOQZUXZZ5,11,4,16,6,,,f,
flying in an airplane.csv.xml,A1WNG0ZB1DC7R0,11,4,16,7,,,f,
flying in an airplane.csv.xml,A1WNG0ZB1DC7R0,11,4,16,,6,5,f,
flying in an airplane.csv.xml,A13TJ0P4X8HJ6Q,11,4,16,,6,5,f,
flying in an airplane.csv.xml,ADQEDEGVPG7R,11,6,2,,,,t,
flying in an airplane.csv.xml,A34D413HR7ZIFM,11,6,2,,2,1,f,
flying in an airplane.csv.xml,A1G94QON7A9K0N,11,6,2,,1,,f,
flying in an airplane.csv.xml,A34D413HR7ZIFM,11,6,5,,2,1,f,
flying in an airplane.csv.xml,A1G94QON7A9K0N,11,6,5,,2,1,f,
flying in an airplane.csv.xml,ADQEDEGVPG7R,11,6,5,,,,t,
flying in an airplane.csv.xml,A1G94QON7A9K0N,11,6,6,1,,,f,
flying in an airplane.csv.xml,ADQEDEGVPG7R,11,6,6,2,,,f,
flying in an airplane.csv.xml,A34D413HR7ZIFM,11,6,6,2,,,f,
flying in an airplane.csv.xml,A34D413HR7ZIFM,11,6,6,,3,2,f,
flying in an airplane.csv.xml,A34D413HR7ZIFM,11,6,11,6,,,f,
flying in an airplane.csv.xml,ADQEDEGVPG7R,11,6,11,6,,,f,
flying in an airplane.csv.xml,A1G94QON7A9K0N,11,6,11,,4,3,f,
flying in an airplane.csv.xml,ADQEDEGVPG7R,11,6,12,7,,,f,
flying in an airplane.csv.xml,A34D413HR7ZIFM,11,6,12,,7,6,f,
flying in an airplane.csv.xml,A1G94QON7A9K0N,11,6,12,,4,3,f,
flying in an airplane.csv.xml,A1G94QON7A9K0N,11,6,14,8,,,f,
flying in an airplane.csv.xml,A34D413HR7ZIFM,11,6,14,8,,,f,
flying in an airplane.csv.xml,ADQEDEGVPG7R,11,6,14,8,,,f,
flying in an airplane.csv.xml,ADQEDEGVPG7R,11,6,16,9,,,f,
flying in an airplane.csv.xml,A34D413HR7ZIFM,11,6,16,9,,,f,
flying in an airplane.csv.xml,A1G94QON7A9K0N,11,6,16,9,,,f,
flying in an airplane.csv.xml,ADQEDEGVPG7R,11,6,16,10,,,f,
flying in an airplane.csv.xml,A1G94QON7A9K0N,11,6,16,10,,,f,
flying in an airplane.csv.xml,A1G94QON7A9K0N,11,6,16,11,,,f,
flying in an airplane.csv.xml,A179FA3NA9FQ47,11,7,2,3,,,f,
flying in an airplane.csv.xml,A1G94QON7A9K0N,11,7,2,,4,3,f,
flying in an airplane.csv.xml,A13TJ0P4X8HJ6Q,11,7,2,,4,3,f,
flying in an airplane.csv.xml,A13TJ0P4X8HJ6Q,11,7,5,4,,,f,
flying in an airplane.csv.xml,A179FA3NA9FQ47,11,7,5,4,,,f,
flying in an airplane.csv.xml,A1G94QON7A9K0N,11,7,5,4,,,f,
flying in an airplane.csv.xml,A1G94QON7A9K0N,11,7,6,4,,,f,
flying in an airplane.csv.xml,A13TJ0P4X8HJ6Q,11,7,6,5,,,f,
flying in an airplane.csv.xml,A179FA3NA9FQ47,11,7,6,5,,,f,
flying in an airplane.csv.xml,A179FA3NA9FQ47,11,7,11,6,,,f,
flying in an airplane.csv.xml,A1G94QON7A9K0N,11,7,11,6,,,f,
flying in an airplane.csv.xml,A13TJ0P4X8HJ6Q,11,7,11,6,,,f,
flying in an airplane.csv.xml,A1G94QON7A9K0N,11,7,12,6,,,f,
flying in an airplane.csv.xml,A179FA3NA9FQ47,11,7,12,6,,,f,
flying in an airplane.csv.xml,A13TJ0P4X8HJ6Q,11,7,12,6,,,f,
flying in an airplane.csv.xml,A13TJ0P4X8HJ6Q,11,7,14,,7,6,f,
flying in an airplane.csv.xml,A179FA3NA9FQ47,11,7,14,,7,6,f,
flying in an airplane.csv.xml,A1G94QON7A9K0N,11,7,14,,5,4,f,
flying in an airplane.csv.xml,A13TJ0P4X8HJ6Q,11,7,16,7,,,f,
flying in an airplane.csv.xml,A1G94QON7A9K0N,11,7,16,7,,,f,
flying in an airplane.csv.xml,A1G94QON7A9K0N,11,7,16,8,,,f,
flying in an airplane.csv.xml,A179FA3NA9FQ47,11,7,16,8,,,f,
flying in an airplane.csv.xml,A27O2IILV3S5YS,12,4,1,5,,,f,
flying in an airplane.csv.xml,A3F6SDO4GYBE4Y,12,4,1,,6,5,f,
flying in an airplane.csv.xml,A27O2IILV3S5YS,12,4,2,6,,,f,
flying in an airplane.csv.xml,A3F6SDO4GYBE4Y,12,4,2,6,,,f,
flying in an airplane.csv.xml,A1909MOQZUXZZ5,12,4,2,,,,t,
flying in an airplane.csv.xml,A1909MOQZUXZZ5,12,4,2,,6,5,f,
flying in an airplane.csv.xml,A27O2IILV3S5YS,12,4,3,7,,,f,
flying in an airplane.csv.xml,A3F6SDO4GYBE4Y,12,4,3,7,,,f,
flying in an airplane.csv.xml,A27O2IILV3S5YS,12,4,4,8,,,f,
flying in an airplane.csv.xml,A3F6SDO4GYBE4Y,12,4,4,8,,,f,
flying in an airplane.csv.xml,A3F6SDO4GYBE4Y,12,4,5,9,,,f,
flying in an airplane.csv.xml,A27O2IILV3S5YS,12,4,5,9,,,f,
flying in an airplane.csv.xml,A27O2IILV3S5YS,12,4,6,10,,,f,
flying in an airplane.csv.xml,A3F6SDO4GYBE4Y,12,4,6,10,,,f,
flying in an airplane.csv.xml,A3F6SDO4GYBE4Y,12,6,1,,,,t,
flying in an airplane.csv.xml,A3F6SDO4GYBE4Y,12,6,2,10,,,f,
flying in an airplane.csv.xml,A3NKM6RL2KVUB6,12,6,2,10,,,f,
flying in an airplane.csv.xml,A13TJ0P4X8HJ6Q,12,6,2,,10,9,f,
flying in an airplane.csv.xml,A3F6SDO4GYBE4Y,12,6,3,,,,t,
flying in an airplane.csv.xml,A3F6SDO4GYBE4Y,12,6,4,,,,t,
flying in an airplane.csv.xml,A3F6SDO4GYBE4Y,12,6,5,,11,10,f,
flying in an airplane.csv.xml,A3F6SDO4GYBE4Y,12,6,6,11,,,f,
flying in an airplane.csv.xml,A35D31QHYQUF9V,12,7,2,7,,,f,
flying in an airplane.csv.xml,A13TJ0P4X8HJ6Q,12,7,2,,9,8,f,
flying in an airplane.csv.xml,A27IABVBUZ9X8Z,12,7,2,,8,7,f,
going to the dentist.csv.xml,A2SSC9PR4KPNPQ,1,8,1,1,,,f,
going to the dentist.csv.xml,A27O2IILV3S5YS,1,8,1,1,,,f,
going to the dentist.csv.xml,A27O2IILV3S5YS,1,8,2,4,,,f,
going to the dentist.csv.xml,A35D31QHYQUF9V,1,8,2,4,,,f,
going to the dentist.csv.xml,A2SSC9PR4KPNPQ,1,8,2,9,,,f,
going to the dentist.csv.xml,A27O2IILV3S5YS,1,8,3,5,,,f,
going to the dentist.csv.xml,A27O2IILV3S5YS,1,8,4,6,,,f,
going to the dentist.csv.xml,A35D31QHYQUF9V,1,8,5,6,,,f,
going to the dentist.csv.xml,A27O2IILV3S5YS,1,8,5,6,,,f,
going to the dentist.csv.xml,A2SSC9PR4KPNPQ,1,8,5,7,,,f,
going to the dentist.csv.xml,A2SSC9PR4KPNPQ,1,8,6,4,,,f,
going to the dentist.csv.xml,A27O2IILV3S5YS,1,8,6,7,,,f,
going to the dentist.csv.xml,A35D31QHYQUF9V,1,8,6,7,,,f,
going to the dentist.csv.xml,A2SSC9PR4KPNPQ,1,8,7,5,,,f,
going to the dentist.csv.xml,A27O2IILV3S5YS,1,8,7,7,,,f,
going to the dentist.csv.xml,A35D31QHYQUF9V,1,8,7,7,,,f,
going to the dentist.csv.xml,A2SSC9PR4KPNPQ,1,8,8,8,,,f,
going to the dentist.csv.xml,A27O2IILV3S5YS,1,8,8,8,,,f,
going to the dentist.csv.xml,A35D31QHYQUF9V,1,8,8,8,,,f,
going to the dentist.csv.xml,A27O2IILV3S5YS,1,8,9,9,,,f,
going to the dentist.csv.xml,A3NKM6RL2KVUB6,1,9,2,5,,,f,
going to the dentist.csv.xml,ADQEDEGVPG7R,1,9,2,6,,,f,
going to the dentist.csv.xml,A3F6SDO4GYBE4Y,1,9,2,,6,5,f,
going to the dentist.csv.xml,ADQEDEGVPG7R,1,9,5,11,,,f,
going to the dentist.csv.xml,A3NKM6RL2KVUB6,1,9,5,11,,,f,
going to the dentist.csv.xml,A3F6SDO4GYBE4Y,1,9,5,,8,7,f,
going to the dentist.csv.xml,A3F6SDO4GYBE4Y,1,9,6,11,,,f,
going to the dentist.csv.xml,ADQEDEGVPG7R,1,9,6,12,,,f,
going to the dentist.csv.xml,A3NKM6RL2KVUB6,1,9,6,,12,11,f,
going to the dentist.csv.xml,ADQEDEGVPG7R,1,9,7,12,,,f,
going to the dentist.csv.xml,A3NKM6RL2KVUB6,1,9,7,12,,,f,
going to the dentist.csv.xml,A3F6SDO4GYBE4Y,1,9,7,12,,,f,
going to the dentist.csv.xml,ADQEDEGVPG7R,1,9,8,,,,t,
going to the dentist.csv.xml,A3NKM6RL2KVUB6,1,9,8,,,,t,
going to the dentist.csv.xml,A3F6SDO4GYBE4Y,1,9,8,,,,t,
going to the dentist.csv.xml,A35D31QHYQUF9V,1,13,2,1,,,f,
going to the dentist.csv.xml,A13TJ0P4X8HJ6Q,1,13,2,,1,,f,
going to the dentist.csv.xml,ADLYO655RWJUI,1,13,2,,,,t,
going to the dentist.csv.xml,A35D31QHYQUF9V,1,13,5,4,,,f,
going to the dentist.csv.xml,ADLYO655RWJUI,1,13,5,4,,,f,
going to the dentist.csv.xml,A13TJ0P4X8HJ6Q,1,13,5,,3,2,f,
going to the dentist.csv.xml,A13TJ0P4X8HJ6Q,1,13,6,4,,,f,
going to the dentist.csv.xml,ADLYO655RWJUI,1,13,6,4,,,f,
going to the dentist.csv.xml,A35D31QHYQUF9V,1,13,6,4,,,f,
going to the dentist.csv.xml,A13TJ0P4X8HJ6Q,1,13,7,8,,,f,
going to the dentist.csv.xml,ADLYO655RWJUI,1,13,7,8,,,f,
going to the dentist.csv.xml,A35D31QHYQUF9V,1,13,7,8,,,f,
going to the dentist.csv.xml,A35D31QHYQUF9V,1,13,8,13,,,f,
going to the dentist.csv.xml,A13TJ0P4X8HJ6Q,1,13,8,,13,12,f,
going to the dentist.csv.xml,ADLYO655RWJUI,1,13,8,,,,t,
going to the dentist.csv.xml,A38BNV13AV0S8Y,2,8,5,,7,6,f,
going to the dentist.csv.xml,A1DCGB72N1UIPT,2,8,5,,7,6,f,
going to the dentist.csv.xml,A13TJ0P4X8HJ6Q,2,8,5,,7,6,f,
going to the dentist.csv.xml,A13TJ0P4X8HJ6Q,2,8,7,7,,,f,
going to the dentist.csv.xml,A1DCGB72N1UIPT,2,8,7,,8,7,f,
going to the dentist.csv.xml,A38BNV13AV0S8Y,2,8,7,,7,6,f,
going to the dentist.csv.xml,A13TJ0P4X8HJ6Q,2,8,8,7,,,f,
going to the dentist.csv.xml,A38BNV13AV0S8Y,2,8,8,,7,6,f,
going to the dentist.csv.xml,A1DCGB72N1UIPT,2,8,8,,8,7,f,
going to the dentist.csv.xml,A38BNV13AV0S8Y,2,8,9,,7,6,f,
going to the dentist.csv.xml,A1DCGB72N1UIPT,2,8,9,,8,7,f,
going to the dentist.csv.xml,A13TJ0P4X8HJ6Q,2,8,9,,8,7,f,
going to the dentist.csv.xml,A1DCGB72N1UIPT,2,8,10,,8,7,f,
going to the dentist.csv.xml,A38BNV13AV0S8Y,2,8,10,,7,6,f,
going to the dentist.csv.xml,A13TJ0P4X8HJ6Q,2,8,10,,8,7,f,
going to the dentist.csv.xml,A38BNV13AV0S8Y,2,8,11,,8,7,f,
going to the dentist.csv.xml,A13TJ0P4X8HJ6Q,2,8,11,,8,7,f,
going to the dentist.csv.xml,A1DCGB72N1UIPT,2,8,11,,8,7,f,
going to the dentist.csv.xml,A13TJ0P4X8HJ6Q,2,8,12,,8,7,f,
going to the dentist.csv.xml,A38BNV13AV0S8Y,2,8,12,,8,7,f,
going to the dentist.csv.xml,A1DCGB72N1UIPT,2,8,12,,8,7,f,
going to the dentist.csv.xml,ADLYO655RWJUI,2,9,5,9,,,f,
going to the dentist.csv.xml,A1DCGB72N1UIPT,2,9,5,,12,11,f,
going to the dentist.csv.xml,A13TJ0P4X8HJ6Q,2,9,5,,12,11,f,
going to the dentist.csv.xml,ADLYO655RWJUI,2,9,7,,,,t,
going to the dentist.csv.xml,A1DCGB72N1UIPT,2,9,7,,12,11,f,
going to the dentist.csv.xml,A13TJ0P4X8HJ6Q,2,9,7,,13,12,f,
going to the dentist.csv.xml,ADLYO655RWJUI,2,9,8,,,,t,
going to the dentist.csv.xml,A13TJ0P4X8HJ6Q,2,9,8,,13,12,f,
